# Coexpression analysis
# Randomly chosen genes, March 17
# Pearson correlation coefficient
# GeneA	GeneB	Pearson.val.random
51151	5253	0.656424327160308
51151	8420	0.75970727204968
51151	695	0.191726499220485
51151	1418	0.602108997885722
51151	3069	0.221028556562025
51151	7043	0.725997762259102
51151	23172	0.362992120441934
51151	84148	0.67958194161838
51151	11013	0.594396947926203
51151	55707	0.150418683106946
51151	5601	0.138550941506287
1780	51616	0.663920443361399
1780	1796	0.0587263181675692
1780	5148	0.700810560755591
1780	2218	0.706183460719535
1780	7204	0.523119924345821
1780	23225	-0.216681766304301
1780	22982	0.858200470329781
1780	83700	0.781774910768912
1780	2968	0.444782681544873
1780	5253	0.524363268345713
1780	8420	0.725757168917396
1780	695	0.119015015980003
1780	1418	0.572468247046633
1780	3069	0.160001961902306
1780	7043	0.819743998019599
1780	23172	0.382363127011572
1780	84148	0.701865715639341
1780	11013	0.63457938147955
1780	55707	0.00578458132968133
1780	5601	0.40556793460807
51616	1796	0.173220727913562
51616	5148	0.750177020940242
51616	2218	0.559726466600196
51616	7204	0.397812154719985
51616	23225	-0.0853227564174521
51616	22982	0.734131512628963
51616	83700	0.66504228159712
51616	2968	0.364898233255557
51616	5253	0.605941576052007
51616	8420	0.798901440978096
51616	695	0.141065072001566
51616	1418	0.656872032386431
51616	3069	0.210906152174781
51616	7043	0.750903239451644
51616	23172	0.422286254533455
51616	84148	0.70846098722911
51616	11013	0.663744832241802
51616	55707	0.170760834773252
51616	5601	0.141063856432696
1796	5148	0.248672071014259
1796	2218	0.102715194780532
1796	7204	0.299101500012652
1796	23225	0.0907324750871321
1796	22982	0.200453027301374
1796	83700	0.159426325730249
1796	2968	0.198706678561144
1796	5253	0.193224014765736
1796	8420	0.175017978001407
1796	695	-0.00496128129748925
1796	1418	0.266005600979662
1796	3069	0.237324523233096
1796	7043	0.173449042973277
1796	23172	0.139367190652866
1796	84148	0.187251314068827
1796	11013	0.280659345891077
1796	55707	0.274706698285025
1796	5601	0.0105141075023077
5148	2218	0.572615888898567
5148	7204	0.444155828460266
5148	23225	-0.139052376971743
5148	22982	0.828444599067823
5148	83700	0.710563561451139
5148	2968	0.436756675258665
5148	5253	0.725329644226151
5148	8420	0.865925269927251
5148	695	0.205907256284429
5148	1418	0.720046472942499
5148	3069	0.244326628782915
5148	7043	0.813841781697433
5148	23172	0.363705894712444
5148	84148	0.772239754296008
5148	11013	0.718410628441678
5148	55707	0.192001100093849
5148	5601	0.125096768708909
2218	7204	0.45301876357509
2218	23225	-0.12203408657621
2218	22982	0.657445601268057
2218	83700	0.623069592994133
2218	2968	0.370582049222305
2218	5253	0.355181152167442
2218	8420	0.623780799279371
2218	695	0.0187232565108378
2218	1418	0.446551008642215
2218	3069	0.199616365673802
2218	7043	0.641727785267235
2218	23172	0.253830089102097
2218	84148	0.579516615433253
2218	11013	0.547369060529902
2218	55707	0.124451462205921
2218	5601	0.302007024053492
7204	23225	-0.182698035921954
7204	22982	0.572244768024966
7204	83700	0.535522171166693
7204	2968	0.346075619432279
7204	5253	0.367609072800094
7204	8420	0.441657656443603
7204	695	0.109714095070046
7204	1418	0.3643110013113
7204	3069	0.253783077046928
7204	7043	0.489580524433655
7204	23172	0.30802595043012
7204	84148	0.447590387921873
7204	11013	0.502422497402577
7204	55707	0.223561865892311
7204	5601	0.303041568528389
23225	22982	-0.311644926486627
23225	83700	-0.28592094339769
23225	2968	0.00726980032163084
23225	5253	-0.0209168448235151
23225	8420	-0.0856945843387132
23225	695	0.398007298875984
23225	1418	-0.119917519289303
23225	3069	-0.314684224842442
23225	7043	-0.182173882796999
23225	23172	0.226433637970282
23225	84148	-0.0803496930104585
23225	11013	-0.0986460893939161
23225	55707	0.303360046674268
23225	5601	-0.0914398136553106
22982	83700	0.873937359730714
22982	2968	0.467668085274937
22982	5253	0.630215031292339
22982	8420	0.799098854715915
22982	695	0.0204196208841955
22982	1418	0.67715545455501
22982	3069	0.307297571572726
22982	7043	0.896338517692042
22982	23172	0.395855829767631
22982	84148	0.766761013578704
22982	11013	0.730108663159385
22982	55707	0.160535581431206
22982	5601	0.271950836633004
83700	2968	0.388684578743502
83700	5253	0.533675751782233
83700	8420	0.678582091997216
83700	695	-0.0349017576663558
83700	1418	0.573009526085887
83700	3069	0.40249891264994
83700	7043	0.817820307043121
83700	23172	0.383558317727929
83700	84148	0.711176500561171
83700	11013	0.690692538061356
83700	55707	0.223378908089011
83700	5601	0.284518894356258
2968	5253	0.322823690037724
2968	8420	0.479406955990402
2968	695	0.0357989271851501
2968	1418	0.35575932042424
2968	3069	0.21230656836716
2968	7043	0.411411736839654
2968	23172	0.34467567176495
2968	84148	0.404581978764019
2968	11013	0.423514334911152
2968	55707	0.193643100164097
2968	5601	0.0845750851930749
5253	8420	0.713598082193753
5253	695	0.183117216939512
5253	1418	0.585527180650537
5253	3069	0.1458126826579
5253	7043	0.721435540930769
5253	23172	0.408760026688549
5253	84148	0.592483782614468
5253	11013	0.617235357193192
5253	55707	0.205920855591592
5253	5601	-0.0616195492916108
8420	695	0.21732985879241
8420	1418	0.743526301497856
8420	3069	0.19806530908106
8420	7043	0.815932201425739
8420	23172	0.521587234173791
8420	84148	0.738758667544228
8420	11013	0.722640005083212
8420	55707	0.238003910517393
8420	5601	0.0524511411222844
695	1418	0.0962076915392462
695	3069	-0.238856538602515
695	7043	0.110268474599185
695	23172	0.274423125335036
695	84148	0.224559866207202
695	11013	0.0411019443633729
695	55707	0.10911494545824
695	5601	-0.00561733443189037
1418	3069	0.273329843767612
1418	7043	0.662000897087216
1418	23172	0.362884786288576
1418	84148	0.634582373646309
1418	11013	0.617526579450854
1418	55707	0.232967409251144
1418	5601	0.0478378350686852
3069	7043	0.254473177429718
3069	23172	-0.0670913513984177
3069	84148	0.203918517417146
3069	11013	0.153947276436602
3069	55707	0.145465622334077
3069	5601	0.0625117689672289
7043	23172	0.418958731555737
7043	84148	0.783748487582726
7043	11013	0.766287659995493
7043	55707	0.19997865011545
7043	5601	0.203740854163683
23172	84148	0.388625030043317
23172	11013	0.416865059183308
23172	55707	0.372019518715065
23172	5601	0.0973334330803083
84148	11013	0.650034603863391
84148	55707	0.297209298522886
84148	5601	0.191759904688054
11013	55707	0.223469574959314
11013	5601	0.110053771829304
55707	5601	-0.0249315549452536
