Input Value	Input Type	Gene ID	
ENSG00000081800	Ensembl Gene ID	6561	
ENSG00000081803	Ensembl Gene ID	93664	
ENSG00000081818	Ensembl Gene ID	56131	
ENSG00000081842	Ensembl Gene ID	56142	
ENSG00000081853	Ensembl Gene ID	56113	
ENSG00000081870	Ensembl Gene ID	51668	
ENSG00000081913	Ensembl Gene ID	23239	
ENSG00000081923	Ensembl Gene ID	5205	
ENSG00000081985	Ensembl Gene ID	3595	
ENSG00000082014	Ensembl Gene ID	6604	
ENSG00000082068	Ensembl Gene ID	55100	
ENSG00000082074	Ensembl Gene ID	2533	
ENSG00000082126	Ensembl Gene ID	58538	
ENSG00000082146	Ensembl Gene ID	55437	
ENSG00000082153	Ensembl Gene ID	9689	
ENSG00000082175	Ensembl Gene ID	5241	
ENSG00000082196	Ensembl Gene ID	114899	
ENSG00000082212	Ensembl Gene ID	4200	
ENSG00000082213	Ensembl Gene ID	55322	
ENSG00000082258	Ensembl Gene ID	905	
ENSG00000082269	Ensembl Gene ID	57579	
ENSG00000082293	Ensembl Gene ID	1310	
ENSG00000082397	Ensembl Gene ID	23136	
ENSG00000082438	Ensembl Gene ID	22837	
ENSG00000082458	Ensembl Gene ID	1741	
ENSG00000082482	Ensembl Gene ID	3776	
ENSG00000082497	Ensembl Gene ID	56256	
ENSG00000082512	Ensembl Gene ID	7188	
ENSG00000082515	Ensembl Gene ID	29093	
ENSG00000082516	Ensembl Gene ID	25929	
ENSG00000082556	Ensembl Gene ID	4986	
ENSG00000082641	Ensembl Gene ID	4779	
ENSG00000082684	Ensembl Gene ID	54437	
ENSG00000082701	Ensembl Gene ID	2932	
ENSG00000082781	Ensembl Gene ID	3693	
ENSG00000082805	Ensembl Gene ID	23085	
ENSG00000082898	Ensembl Gene ID	7514	
ENSG00000082929	Ensembl Gene ID	10141	
ENSG00000082996	Ensembl Gene ID	11342	
ENSG00000083067	Ensembl Gene ID	80036	
ENSG00000083093	Ensembl Gene ID	79728	
ENSG00000083097	Ensembl Gene ID	23033	
ENSG00000083099	Ensembl Gene ID	57226	
ENSG00000083123	Ensembl Gene ID	594	
ENSG00000083168	Ensembl Gene ID	7994	
ENSG00000083223	Ensembl Gene ID	79670	
ENSG00000083290	Ensembl Gene ID	9706	
ENSG00000083307	Ensembl Gene ID	79977	
ENSG00000083312	Ensembl Gene ID	3842	
ENSG00000083444	Ensembl Gene ID	5351	
ENSG00000083454	Ensembl Gene ID	5026	
ENSG00000083457	Ensembl Gene ID	3682	
ENSG00000083520	Ensembl Gene ID	22894	
ENSG00000083535	Ensembl Gene ID	10464	
ENSG00000083544	Ensembl Gene ID	81550	
ENSG00000083622	Ensembl Gene ID	-	
ENSG00000083635	Ensembl Gene ID	26747	
ENSG00000083642	Ensembl Gene ID	23047	
ENSG00000083720	Ensembl Gene ID	5019	
ENSG00000083750	Ensembl Gene ID	10325	
ENSG00000083782	Ensembl Gene ID	1833	
ENSG00000083799	Ensembl Gene ID	1540	
ENSG00000083807	Ensembl Gene ID	10998	
ENSG00000083812	Ensembl Gene ID	25799	
ENSG00000083814	Ensembl Gene ID	79891	
ENSG00000083817	Ensembl Gene ID	55659	
ENSG00000083828	Ensembl Gene ID	54807	
ENSG00000083838	Ensembl Gene ID	55663	
ENSG00000083844	Ensembl Gene ID	9422	
ENSG00000083845	Ensembl Gene ID	6193	
ENSG00000083857	Ensembl Gene ID	2195	
ENSG00000083896	Ensembl Gene ID	91746	
ENSG00000083937	Ensembl Gene ID	25978	
ENSG00000084070	Ensembl Gene ID	64744	
ENSG00000084072	Ensembl Gene ID	10450	
ENSG00000084073	Ensembl Gene ID	10269	
ENSG00000084090	Ensembl Gene ID	56910	
ENSG00000084092	Ensembl Gene ID	84273	
ENSG00000084093	Ensembl Gene ID	5978	
ENSG00000084110	Ensembl Gene ID	3034	
ENSG00000084112	Ensembl Gene ID	54434	
ENSG00000084207	Ensembl Gene ID	2950	
ENSG00000084234	Ensembl Gene ID	334	
ENSG00000084444	Ensembl Gene ID	57613	
ENSG00000084453	Ensembl Gene ID	6579	
ENSG00000084463	Ensembl Gene ID	51729	
ENSG00000084623	Ensembl Gene ID	8668	
ENSG00000084628	Ensembl Gene ID	79570	
ENSG00000084636	Ensembl Gene ID	1307	
ENSG00000084652	Ensembl Gene ID	200081	
ENSG00000084674	Ensembl Gene ID	338	
ENSG00000084676	Ensembl Gene ID	8648	
ENSG00000084693	Ensembl Gene ID	60509	
ENSG00000084710	Ensembl Gene ID	22979	
ENSG00000084731	Ensembl Gene ID	3797	
ENSG00000084733	Ensembl Gene ID	10890	
ENSG00000084734	Ensembl Gene ID	2646	
ENSG00000084754	Ensembl Gene ID	3030	
ENSG00000084764	Ensembl Gene ID	22924	
ENSG00000084774	Ensembl Gene ID	790	
ENSG00000085063	Ensembl Gene ID	-	
ENSG00000085117	Ensembl Gene ID	3732	
ENSG00000085185	Ensembl Gene ID	63035	
ENSG00000085224	Ensembl Gene ID	546	
ENSG00000085231	Ensembl Gene ID	102157402; 6880	
ENSG00000085265	Ensembl Gene ID	2219	
ENSG00000085274	Ensembl Gene ID	55892	
ENSG00000085276	Ensembl Gene ID	2122	
ENSG00000085365	Ensembl Gene ID	9522	
ENSG00000085377	Ensembl Gene ID	5550	
ENSG00000085382	Ensembl Gene ID	57531	
ENSG00000085415	Ensembl Gene ID	81929	
ENSG00000085433	Ensembl Gene ID	22911	
ENSG00000085449	Ensembl Gene ID	57590	
ENSG00000085465	Ensembl Gene ID	5016	
ENSG00000085491	Ensembl Gene ID	29957	
ENSG00000085511	Ensembl Gene ID	4216	
ENSG00000085514	Ensembl Gene ID	29992	
ENSG00000085552	Ensembl Gene ID	57549	
ENSG00000085563	Ensembl Gene ID	5243	
ENSG00000085644	Ensembl Gene ID	7760	
ENSG00000085662	Ensembl Gene ID	231	
ENSG00000085719	Ensembl Gene ID	8895	
ENSG00000085721	Ensembl Gene ID	54700	
ENSG00000085733	Ensembl Gene ID	2017	
ENSG00000085741	Ensembl Gene ID	7481	
ENSG00000085760	Ensembl Gene ID	4528	
ENSG00000085788	Ensembl Gene ID	23259	
ENSG00000085831	Ensembl Gene ID	22996	
ENSG00000085832	Ensembl Gene ID	2060	
ENSG00000085840	Ensembl Gene ID	4998	
ENSG00000085871	Ensembl Gene ID	4258	
ENSG00000085872	Ensembl Gene ID	10523	
ENSG00000085978	Ensembl Gene ID	55054	
ENSG00000085982	Ensembl Gene ID	55230	
ENSG00000085998	Ensembl Gene ID	55624	
ENSG00000085999	Ensembl Gene ID	8438	
ENSG00000086015	Ensembl Gene ID	23139	
ENSG00000086061	Ensembl Gene ID	3301	
ENSG00000086062	Ensembl Gene ID	2683	
ENSG00000086065	Ensembl Gene ID	51510	
ENSG00000086102	Ensembl Gene ID	4799	
ENSG00000086159	Ensembl Gene ID	363	
ENSG00000086189	Ensembl Gene ID	27292	
ENSG00000086200	Ensembl Gene ID	51194	
ENSG00000086205	Ensembl Gene ID	219595; 2346	
ENSG00000086232	Ensembl Gene ID	27102	
ENSG00000086288	Ensembl Gene ID	51314	
ENSG00000086289	Ensembl Gene ID	54749	
ENSG00000086300	Ensembl Gene ID	29887	
ENSG00000086475	Ensembl Gene ID	22929	
ENSG00000086504	Ensembl Gene ID	10573	
ENSG00000086506	Ensembl Gene ID	3049	
ENSG00000086544	Ensembl Gene ID	80271	
ENSG00000086548	Ensembl Gene ID	4680	
ENSG00000086570	Ensembl Gene ID	2196	
ENSG00000086589	Ensembl Gene ID	55696	
ENSG00000086598	Ensembl Gene ID	10959	
ENSG00000086619	Ensembl Gene ID	56605	
ENSG00000086666	Ensembl Gene ID	54469	
ENSG00000086696	Ensembl Gene ID	3294	
ENSG00000086712	Ensembl Gene ID	55787	
ENSG00000086717	Ensembl Gene ID	5475	
ENSG00000086730	Ensembl Gene ID	7462	
ENSG00000086758	Ensembl Gene ID	10075	
ENSG00000086827	Ensembl Gene ID	9183	
ENSG00000086848	Ensembl Gene ID	79796	
ENSG00000086967	Ensembl Gene ID	4606	
ENSG00000086991	Ensembl Gene ID	50507	
ENSG00000087008	Ensembl Gene ID	8310	
ENSG00000087053	Ensembl Gene ID	8898	
ENSG00000087074	Ensembl Gene ID	23645	
ENSG00000087076	Ensembl Gene ID	51171	
ENSG00000087077	Ensembl Gene ID	7205	
ENSG00000087085	Ensembl Gene ID	43	
ENSG00000087086	Ensembl Gene ID	2512	
ENSG00000087087	Ensembl Gene ID	51593	
ENSG00000087088	Ensembl Gene ID	581	
ENSG00000087095	Ensembl Gene ID	51701	
ENSG00000087111	Ensembl Gene ID	94005	
ENSG00000087116	Ensembl Gene ID	9509	
ENSG00000087128	Ensembl Gene ID	28983	
ENSG00000087152	Ensembl Gene ID	56970	
ENSG00000087157	Ensembl Gene ID	9489	
ENSG00000087191	Ensembl Gene ID	5705	
ENSG00000087206	Ensembl Gene ID	51720	
ENSG00000087237	Ensembl Gene ID	1071	
ENSG00000087245	Ensembl Gene ID	4313	
ENSG00000087250	Ensembl Gene ID	4504	
ENSG00000087253	Ensembl Gene ID	54947	
ENSG00000087258	Ensembl Gene ID	2775	
ENSG00000087263	Ensembl Gene ID	55239	
ENSG00000087266	Ensembl Gene ID	6452	
ENSG00000087269	Ensembl Gene ID	8602	
ENSG00000087274	Ensembl Gene ID	118	
ENSG00000087299	Ensembl Gene ID	79944	
ENSG00000087301	Ensembl Gene ID	57544	
ENSG00000087302	Ensembl Gene ID	51637	
ENSG00000087303	Ensembl Gene ID	22795	
ENSG00000087338	Ensembl Gene ID	64395	
ENSG00000087365	Ensembl Gene ID	10992	
ENSG00000087448	Ensembl Gene ID	57542	
ENSG00000087460	Ensembl Gene ID	2778	
ENSG00000087470	Ensembl Gene ID	10059	
ENSG00000087494	Ensembl Gene ID	5744	
ENSG00000087495	Ensembl Gene ID	116154	
ENSG00000087502	Ensembl Gene ID	51290	
ENSG00000087510	Ensembl Gene ID	7022	
ENSG00000087586	Ensembl Gene ID	6790	
ENSG00000087589	Ensembl Gene ID	57091	
ENSG00000087842	Ensembl Gene ID	8544	
ENSG00000087884	Ensembl Gene ID	28971	
ENSG00000087903	Ensembl Gene ID	5990	
ENSG00000087995	Ensembl Gene ID	339175	
ENSG00000088002	Ensembl Gene ID	6820	
ENSG00000088035	Ensembl Gene ID	29929	
ENSG00000088038	Ensembl Gene ID	4849	
ENSG00000088053	Ensembl Gene ID	51206	
ENSG00000088179	Ensembl Gene ID	5775	
ENSG00000088205	Ensembl Gene ID	8886	
ENSG00000088247	Ensembl Gene ID	8570	
ENSG00000088256	Ensembl Gene ID	2767	
ENSG00000088280	Ensembl Gene ID	55616	
ENSG00000088298	Ensembl Gene ID	55741	
ENSG00000088305	Ensembl Gene ID	1789	
ENSG00000088320	Ensembl Gene ID	28954	
ENSG00000088325	Ensembl Gene ID	22974	
ENSG00000088340	Ensembl Gene ID	-	
ENSG00000088356	Ensembl Gene ID	81572	
ENSG00000088367	Ensembl Gene ID	2036	
ENSG00000088386	Ensembl Gene ID	6564	
ENSG00000088387	Ensembl Gene ID	23348	
ENSG00000088448	Ensembl Gene ID	55608	
ENSG00000088451	Ensembl Gene ID	23483	
ENSG00000088538	Ensembl Gene ID	1795	
ENSG00000088543	Ensembl Gene ID	51161	
ENSG00000088682	Ensembl Gene ID	57017	
ENSG00000088726	Ensembl Gene ID	55287	
ENSG00000088727	Ensembl Gene ID	64147	
ENSG00000088756	Ensembl Gene ID	79822	
ENSG00000088766	Ensembl Gene ID	54675	
ENSG00000088782	Ensembl Gene ID	140850	
ENSG00000088808	Ensembl Gene ID	23368	
ENSG00000088812	Ensembl Gene ID	8455	
ENSG00000088826	Ensembl Gene ID	54498	
ENSG00000088827	Ensembl Gene ID	6614	
ENSG00000088832	Ensembl Gene ID	2280	
ENSG00000088833	Ensembl Gene ID	55968	
ENSG00000088836	Ensembl Gene ID	83959	
ENSG00000088854	Ensembl Gene ID	25943	
ENSG00000088876	Ensembl Gene ID	79175	
ENSG00000088881	Ensembl Gene ID	57593	
ENSG00000088882	Ensembl Gene ID	56265	
ENSG00000088888	Ensembl Gene ID	57506	
ENSG00000088899	Ensembl Gene ID	9762	
ENSG00000088926	Ensembl Gene ID	2160	
ENSG00000088930	Ensembl Gene ID	22803	
ENSG00000088970	Ensembl Gene ID	55857	
ENSG00000088986	Ensembl Gene ID	8655	
ENSG00000088992	Ensembl Gene ID	54997	
ENSG00000089006	Ensembl Gene ID	27131	
ENSG00000089009	Ensembl Gene ID	6128	
ENSG00000089012	Ensembl Gene ID	55423	
ENSG00000089022	Ensembl Gene ID	8550	
ENSG00000089041	Ensembl Gene ID	5027	
ENSG00000089048	Ensembl Gene ID	51575	
ENSG00000089050	Ensembl Gene ID	10741	
ENSG00000089053	Ensembl Gene ID	51433	
ENSG00000089057	Ensembl Gene ID	9962	
ENSG00000089060	Ensembl Gene ID	80024	
ENSG00000089063	Ensembl Gene ID	29058	
ENSG00000089091	Ensembl Gene ID	55184	
ENSG00000089094	Ensembl Gene ID	84678	
ENSG00000089101	Ensembl Gene ID	26074	
ENSG00000089116	Ensembl Gene ID	64211	
ENSG00000089123	Ensembl Gene ID	55617	
ENSG00000089127	Ensembl Gene ID	4938	
ENSG00000089154	Ensembl Gene ID	10985	
ENSG00000089157	Ensembl Gene ID	6175	
ENSG00000089159	Ensembl Gene ID	5829	
ENSG00000089163	Ensembl Gene ID	23409	
ENSG00000089169	Ensembl Gene ID	22895	
ENSG00000089177	Ensembl Gene ID	55614	
ENSG00000089195	Ensembl Gene ID	51605	
ENSG00000089199	Ensembl Gene ID	1114	
ENSG00000089220	Ensembl Gene ID	5037	
ENSG00000089225	Ensembl Gene ID	6910	
ENSG00000089234	Ensembl Gene ID	8315	
ENSG00000089248	Ensembl Gene ID	10961	
ENSG00000089250	Ensembl Gene ID	4842	
ENSG00000089280	Ensembl Gene ID	2521	
ENSG00000089289	Ensembl Gene ID	3476	
ENSG00000089327	Ensembl Gene ID	53827	
ENSG00000089335	Ensembl Gene ID	55900	
ENSG00000089351	Ensembl Gene ID	57655	
ENSG00000089356	Ensembl Gene ID	5349	
ENSG00000089472	Ensembl Gene ID	9843	
ENSG00000089486	Ensembl Gene ID	29965	
ENSG00000089505	Ensembl Gene ID	113540	
ENSG00000089558	Ensembl Gene ID	23415	
ENSG00000089597	Ensembl Gene ID	23193	
ENSG00000089639	Ensembl Gene ID	51291	
ENSG00000089682	Ensembl Gene ID	55285	
ENSG00000089685	Ensembl Gene ID	332	
ENSG00000089692	Ensembl Gene ID	3902	
ENSG00000089693	Ensembl Gene ID	8079	
ENSG00000089723	Ensembl Gene ID	78990	
ENSG00000089737	Ensembl Gene ID	57062	
ENSG00000089775	Ensembl Gene ID	7597	
ENSG00000089818	Ensembl Gene ID	25977	
ENSG00000089820	Ensembl Gene ID	393	
ENSG00000089847	Ensembl Gene ID	170961	
ENSG00000089876	Ensembl Gene ID	55760	
ENSG00000089902	Ensembl Gene ID	23186	
ENSG00000089916	Ensembl Gene ID	55668	
ENSG00000090006	Ensembl Gene ID	8425	
ENSG00000090013	Ensembl Gene ID	645	
ENSG00000090020	Ensembl Gene ID	6548	
ENSG00000090054	Ensembl Gene ID	10558	
ENSG00000090060	Ensembl Gene ID	10914	
ENSG00000090061	Ensembl Gene ID	8812	
ENSG00000090097	Ensembl Gene ID	57060	
ENSG00000090104	Ensembl Gene ID	5996	
ENSG00000090238	Ensembl Gene ID	83719	
ENSG00000090263	Ensembl Gene ID	-	
ENSG00000090266	Ensembl Gene ID	4708	
ENSG00000090273	Ensembl Gene ID	10726	
ENSG00000090316	Ensembl Gene ID	10296	
ENSG00000090339	Ensembl Gene ID	3383	
ENSG00000090372	Ensembl Gene ID	29888	
ENSG00000090376	Ensembl Gene ID	11213	
ENSG00000090382	Ensembl Gene ID	4069	
ENSG00000090402	Ensembl Gene ID	6476	
ENSG00000090432	Ensembl Gene ID	79594	
ENSG00000090447	Ensembl Gene ID	7023	
ENSG00000090470	Ensembl Gene ID	10081	
ENSG00000090487	Ensembl Gene ID	51324	
ENSG00000090512	Ensembl Gene ID	26998	
ENSG00000090520	Ensembl Gene ID	51726	
ENSG00000090530	Ensembl Gene ID	55214	
ENSG00000090534	Ensembl Gene ID	7066	
ENSG00000090539	Ensembl Gene ID	8646	
ENSG00000090554	Ensembl Gene ID	2323	
ENSG00000090565	Ensembl Gene ID	9727	
ENSG00000090581	Ensembl Gene ID	84572	
ENSG00000090612	Ensembl Gene ID	10795	
ENSG00000090615	Ensembl Gene ID	2802	
ENSG00000090621	Ensembl Gene ID	8761	
ENSG00000090659	Ensembl Gene ID	30835	
ENSG00000090661	Ensembl Gene ID	79603	
ENSG00000090674	Ensembl Gene ID	57192	
ENSG00000090686	Ensembl Gene ID	84196	
ENSG00000090776	Ensembl Gene ID	1947	
ENSG00000090857	Ensembl Gene ID	55066	
ENSG00000090861	Ensembl Gene ID	16	
ENSG00000090863	Ensembl Gene ID	2734	
ENSG00000090889	Ensembl Gene ID	24137	
ENSG00000090905	Ensembl Gene ID	27327	
ENSG00000090924	Ensembl Gene ID	64857	
ENSG00000090932	Ensembl Gene ID	10683	
ENSG00000090971	Ensembl Gene ID	57106	
ENSG00000090975	Ensembl Gene ID	57605	
ENSG00000090989	Ensembl Gene ID	55763	
ENSG00000091009	Ensembl Gene ID	54439	
ENSG00000091010	Ensembl Gene ID	5459	
ENSG00000091039	Ensembl Gene ID	114882	
ENSG00000091073	Ensembl Gene ID	113878	
ENSG00000091106	Ensembl Gene ID	58484	
ENSG00000091127	Ensembl Gene ID	54517	
ENSG00000091128	Ensembl Gene ID	22798	
ENSG00000091129	Ensembl Gene ID	4897	
ENSG00000091136	Ensembl Gene ID	3912	
ENSG00000091137	Ensembl Gene ID	5172	
ENSG00000091138	Ensembl Gene ID	1811	
ENSG00000091140	Ensembl Gene ID	1738	
ENSG00000091157	Ensembl Gene ID	23335	
ENSG00000091164	Ensembl Gene ID	9352	
ENSG00000091181	Ensembl Gene ID	3568	
ENSG00000091262	Ensembl Gene ID	368	
ENSG00000091317	Ensembl Gene ID	54918	
ENSG00000091409	Ensembl Gene ID	3655	
ENSG00000091428	Ensembl Gene ID	11069	
ENSG00000091436	Ensembl Gene ID	51776	
ENSG00000091482	Ensembl Gene ID	23676	
ENSG00000091483	Ensembl Gene ID	2271	
ENSG00000091490	Ensembl Gene ID	23231	
ENSG00000091513	Ensembl Gene ID	7018	
ENSG00000091527	Ensembl Gene ID	55573	
ENSG00000091536	Ensembl Gene ID	51168	
ENSG00000091542	Ensembl Gene ID	54890	
ENSG00000091583	Ensembl Gene ID	350	
ENSG00000091592	Ensembl Gene ID	22861	
ENSG00000091622	Ensembl Gene ID	83394	
ENSG00000091640	Ensembl Gene ID	9552	
ENSG00000091651	Ensembl Gene ID	23594	
ENSG00000091656	Ensembl Gene ID	79776	
ENSG00000091664	Ensembl Gene ID	57084	
ENSG00000091704	Ensembl Gene ID	1357	
ENSG00000091732	Ensembl Gene ID	51530	
ENSG00000091831	Ensembl Gene ID	2099	
ENSG00000091844	Ensembl Gene ID	26575	
ENSG00000091879	Ensembl Gene ID	285	
ENSG00000091947	Ensembl Gene ID	84336	
ENSG00000091972	Ensembl Gene ID	4345	
ENSG00000091986	Ensembl Gene ID	-	
ENSG00000092009	Ensembl Gene ID	1215	
ENSG00000092010	Ensembl Gene ID	5720	
ENSG00000092020	Ensembl Gene ID	55012	
ENSG00000092036	Ensembl Gene ID	54930	
ENSG00000092051	Ensembl Gene ID	84502	
ENSG00000092054	Ensembl Gene ID	4625	
ENSG00000092067	Ensembl Gene ID	1053	
ENSG00000092068	Ensembl Gene ID	23428	
ENSG00000092094	Ensembl Gene ID	55644	
ENSG00000092096	Ensembl Gene ID	51310	
ENSG00000092098	Ensembl Gene ID	55072	
ENSG00000092108	Ensembl Gene ID	23256	
ENSG00000092140	Ensembl Gene ID	55632	
ENSG00000092148	Ensembl Gene ID	25831	
ENSG00000092199	Ensembl Gene ID	3183	
ENSG00000092200	Ensembl Gene ID	57096	
ENSG00000092201	Ensembl Gene ID	11198	
ENSG00000092203	Ensembl Gene ID	9878	
ENSG00000092208	Ensembl Gene ID	8487	
ENSG00000092295	Ensembl Gene ID	7051	
ENSG00000092330	Ensembl Gene ID	26277	
ENSG00000092345	Ensembl Gene ID	1618	
ENSG00000092377	Ensembl Gene ID	90665	
ENSG00000092421	Ensembl Gene ID	57556	
ENSG00000092439	Ensembl Gene ID	54822	
ENSG00000092445	Ensembl Gene ID	7301	
ENSG00000092470	Ensembl Gene ID	79968	
ENSG00000092529	Ensembl Gene ID	825	
ENSG00000092531	Ensembl Gene ID	8773	
ENSG00000092607	Ensembl Gene ID	6913	
ENSG00000092621	Ensembl Gene ID	26227	
ENSG00000092758	Ensembl Gene ID	1299	
ENSG00000092820	Ensembl Gene ID	7430	
ENSG00000092841	Ensembl Gene ID	4637	
ENSG00000092847	Ensembl Gene ID	26523	
ENSG00000092850	Ensembl Gene ID	27285	
ENSG00000092853	Ensembl Gene ID	63967	
ENSG00000092871	Ensembl Gene ID	117584	
ENSG00000092929	Ensembl Gene ID	201294	
ENSG00000092931	Ensembl Gene ID	79157	
ENSG00000092964	Ensembl Gene ID	1808	
ENSG00000092969	Ensembl Gene ID	7042	
ENSG00000092978	Ensembl Gene ID	55105	
ENSG00000093000	Ensembl Gene ID	10762	
ENSG00000093009	Ensembl Gene ID	8318	
ENSG00000093010	Ensembl Gene ID	1312	
ENSG00000093072	Ensembl Gene ID	51816	
ENSG00000093100	Ensembl Gene ID	-	
ENSG00000093134	Ensembl Gene ID	55350	
ENSG00000093144	Ensembl Gene ID	55862	
ENSG00000093167	Ensembl Gene ID	9209	
ENSG00000093183	Ensembl Gene ID	9117	
ENSG00000093217	Ensembl Gene ID	9942	
ENSG00000094631	Ensembl Gene ID	10013	
ENSG00000094661	Ensembl Gene ID	126370	
ENSG00000094755	Ensembl Gene ID	2568	
ENSG00000094796	Ensembl Gene ID	3881	
ENSG00000094804	Ensembl Gene ID	990	
ENSG00000094841	Ensembl Gene ID	139596	
ENSG00000094880	Ensembl Gene ID	8697	
ENSG00000094914	Ensembl Gene ID	8086	
ENSG00000094916	Ensembl Gene ID	23468	
ENSG00000094963	Ensembl Gene ID	2327	
ENSG00000094975	Ensembl Gene ID	51430	
ENSG00000095002	Ensembl Gene ID	4436	
ENSG00000095015	Ensembl Gene ID	4214	
ENSG00000095059	Ensembl Gene ID	1725	
ENSG00000095066	Ensembl Gene ID	29911	
ENSG00000095110	Ensembl Gene ID	120400	
ENSG00000095139	Ensembl Gene ID	372	
ENSG00000095203	Ensembl Gene ID	54566	
ENSG00000095209	Ensembl Gene ID	55151	
ENSG00000095261	Ensembl Gene ID	5711	
ENSG00000095303	Ensembl Gene ID	5742	
ENSG00000095319	Ensembl Gene ID	23511	
ENSG00000095321	Ensembl Gene ID	1384	
ENSG00000095370	Ensembl Gene ID	10044	
ENSG00000095380	Ensembl Gene ID	54187	
ENSG00000095383	Ensembl Gene ID	55357	
ENSG00000095397	Ensembl Gene ID	25861	
ENSG00000095464	Ensembl Gene ID	5146	
ENSG00000095485	Ensembl Gene ID	55280	
ENSG00000095539	Ensembl Gene ID	57715	
ENSG00000095564	Ensembl Gene ID	9044	
ENSG00000095574	Ensembl Gene ID	64376	
ENSG00000095585	Ensembl Gene ID	29760	
ENSG00000095587	Ensembl Gene ID	7093	
ENSG00000095596	Ensembl Gene ID	1592	
ENSG00000095627	Ensembl Gene ID	56165	
ENSG00000095637	Ensembl Gene ID	10580	
ENSG00000095713	Ensembl Gene ID	55118	
ENSG00000095739	Ensembl Gene ID	25805	
ENSG00000095752	Ensembl Gene ID	3589	
ENSG00000095777	Ensembl Gene ID	53904	
ENSG00000095787	Ensembl Gene ID	51322	
ENSG00000095794	Ensembl Gene ID	1390	
ENSG00000095906	Ensembl Gene ID	10101	
ENSG00000095917	Ensembl Gene ID	23430	
ENSG00000095932	Ensembl Gene ID	284422	
ENSG00000095951	Ensembl Gene ID	3096	
ENSG00000095970	Ensembl Gene ID	54209	
ENSG00000095981	Ensembl Gene ID	83795	
ENSG00000096006	Ensembl Gene ID	10321	
ENSG00000096060	Ensembl Gene ID	2289	
ENSG00000096063	Ensembl Gene ID	6732	
ENSG00000096070	Ensembl Gene ID	27154	
ENSG00000096080	Ensembl Gene ID	55168	
ENSG00000096088	Ensembl Gene ID	5225	
ENSG00000096092	Ensembl Gene ID	28978	
ENSG00000096093	Ensembl Gene ID	114327	
ENSG00000096150	Ensembl Gene ID	6222	
ENSG00000096155	Ensembl Gene ID	7917	
ENSG00000096171	Ensembl Gene ID	7407	
ENSG00000096264	Ensembl Gene ID	9436	
ENSG00000096384	Ensembl Gene ID	3326	
ENSG00000096395	Ensembl Gene ID	4295	
ENSG00000096401	Ensembl Gene ID	988	
ENSG00000096433	Ensembl Gene ID	3710	
ENSG00000096654	Ensembl Gene ID	7738	
ENSG00000096696	Ensembl Gene ID	1832	
ENSG00000096717	Ensembl Gene ID	23411	
ENSG00000096746	Ensembl Gene ID	3189	
ENSG00000096872	Ensembl Gene ID	80173	
ENSG00000096968	Ensembl Gene ID	3717	
ENSG00000096996	Ensembl Gene ID	3594	
ENSG00000097007	Ensembl Gene ID	25	
ENSG00000097021	Ensembl Gene ID	11332	
ENSG00000097033	Ensembl Gene ID	51100	
ENSG00000097046	Ensembl Gene ID	8317	
ENSG00000097096	Ensembl Gene ID	84144	
ENSG00000099139	Ensembl Gene ID	5125	
ENSG00000099194	Ensembl Gene ID	6319	
ENSG00000099203	Ensembl Gene ID	11018	
ENSG00000099204	Ensembl Gene ID	3983	
ENSG00000099219	Ensembl Gene ID	79956	
ENSG00000099246	Ensembl Gene ID	22931	
ENSG00000099250	Ensembl Gene ID	8829	
ENSG00000099251	Ensembl Gene ID	158160	
ENSG00000099256	Ensembl Gene ID	56952	
ENSG00000099260	Ensembl Gene ID	54873	
ENSG00000099282	Ensembl Gene ID	23555	
ENSG00000099284	Ensembl Gene ID	55506	
ENSG00000099290	Ensembl Gene ID	387680	
ENSG00000099308	Ensembl Gene ID	23031	
ENSG00000099326	Ensembl Gene ID	7593	
ENSG00000099330	Ensembl Gene ID	79629	
ENSG00000099331	Ensembl Gene ID	4650	
ENSG00000099337	Ensembl Gene ID	9424	
ENSG00000099338	Ensembl Gene ID	57828	
ENSG00000099341	Ensembl Gene ID	5714	
ENSG00000099364	Ensembl Gene ID	54620	
ENSG00000099365	Ensembl Gene ID	112755	
ENSG00000099377	Ensembl Gene ID	80270	
ENSG00000099381	Ensembl Gene ID	9739	
ENSG00000099385	Ensembl Gene ID	9274	
ENSG00000099399	Ensembl Gene ID	4113	
ENSG00000099617	Ensembl Gene ID	1943	
ENSG00000099622	Ensembl Gene ID	1153	
ENSG00000099624	Ensembl Gene ID	513	
ENSG00000099625	Ensembl Gene ID	255057	
ENSG00000099715	Ensembl Gene ID	83259; 27328	
ENSG00000099721	Ensembl Gene ID	266	
ENSG00000099725	Ensembl Gene ID	5616	
ENSG00000099769	Ensembl Gene ID	3483	
ENSG00000099783	Ensembl Gene ID	4670	
ENSG00000099785	Ensembl Gene ID	51257	
ENSG00000099795	Ensembl Gene ID	4713	
ENSG00000099797	Ensembl Gene ID	9524	
ENSG00000099800	Ensembl Gene ID	26517	
ENSG00000099804	Ensembl Gene ID	997	
ENSG00000099810	Ensembl Gene ID	4507	
ENSG00000099812	Ensembl Gene ID	126353	
ENSG00000099814	Ensembl Gene ID	283638	
ENSG00000099817	Ensembl Gene ID	5434	
ENSG00000099821	Ensembl Gene ID	5442	
ENSG00000099822	Ensembl Gene ID	610	
ENSG00000099834	Ensembl Gene ID	53841	
ENSG00000099840	Ensembl Gene ID	113177	
