Input Value	Input Type	Gene ID	
ENSG00000115756	Ensembl Gene ID	3241	
ENSG00000115758	Ensembl Gene ID	-	
ENSG00000115760	Ensembl Gene ID	57448	
ENSG00000115761	Ensembl Gene ID	79954	
ENSG00000115762	Ensembl Gene ID	55041	
ENSG00000115806	Ensembl Gene ID	26003	
ENSG00000115808	Ensembl Gene ID	6801	
ENSG00000115816	Ensembl Gene ID	10153	
ENSG00000115825	Ensembl Gene ID	23683	
ENSG00000115827	Ensembl Gene ID	80067	
ENSG00000115828	Ensembl Gene ID	25797	
ENSG00000115839	Ensembl Gene ID	22930	
ENSG00000115840	Ensembl Gene ID	8604	
ENSG00000115841	Ensembl Gene ID	151393	
ENSG00000115844	Ensembl Gene ID	1746	
ENSG00000115850	Ensembl Gene ID	3938	
ENSG00000115866	Ensembl Gene ID	1615	
ENSG00000115875	Ensembl Gene ID	6432	
ENSG00000115884	Ensembl Gene ID	6382	
ENSG00000115896	Ensembl Gene ID	5334	
ENSG00000115902	Ensembl Gene ID	6509	
ENSG00000115904	Ensembl Gene ID	6654	
ENSG00000115919	Ensembl Gene ID	8942	
ENSG00000115934	Ensembl Gene ID	-	
ENSG00000115935	Ensembl Gene ID	7456	
ENSG00000115942	Ensembl Gene ID	4999	
ENSG00000115944	Ensembl Gene ID	9167	
ENSG00000115946	Ensembl Gene ID	56902	
ENSG00000115947	Ensembl Gene ID	5000	
ENSG00000115956	Ensembl Gene ID	5341	
ENSG00000115963	Ensembl Gene ID	390	
ENSG00000115966	Ensembl Gene ID	1386	
ENSG00000115970	Ensembl Gene ID	63892	
ENSG00000115977	Ensembl Gene ID	22848	
ENSG00000115993	Ensembl Gene ID	66008	
ENSG00000115998	Ensembl Gene ID	54980	
ENSG00000116001	Ensembl Gene ID	7072	
ENSG00000116005	Ensembl Gene ID	51449	
ENSG00000116014	Ensembl Gene ID	84634	
ENSG00000116016	Ensembl Gene ID	2034	
ENSG00000116017	Ensembl Gene ID	1820	
ENSG00000116030	Ensembl Gene ID	7341	
ENSG00000116031	Ensembl Gene ID	50489	
ENSG00000116032	Ensembl Gene ID	116444	
ENSG00000116035	Ensembl Gene ID	25806	
ENSG00000116039	Ensembl Gene ID	525	
ENSG00000116044	Ensembl Gene ID	4780	
ENSG00000116062	Ensembl Gene ID	2956	
ENSG00000116095	Ensembl Gene ID	65977	
ENSG00000116096	Ensembl Gene ID	6697	
ENSG00000116106	Ensembl Gene ID	2043	
ENSG00000116117	Ensembl Gene ID	117583	
ENSG00000116120	Ensembl Gene ID	10056	
ENSG00000116127	Ensembl Gene ID	7840	
ENSG00000116128	Ensembl Gene ID	607	
ENSG00000116132	Ensembl Gene ID	5396	
ENSG00000116133	Ensembl Gene ID	1718	
ENSG00000116138	Ensembl Gene ID	23341	
ENSG00000116141	Ensembl Gene ID	4139	
ENSG00000116147	Ensembl Gene ID	7143	
ENSG00000116151	Ensembl Gene ID	79906	
ENSG00000116157	Ensembl Gene ID	2882	
ENSG00000116161	Ensembl Gene ID	27101	
ENSG00000116171	Ensembl Gene ID	6342	
ENSG00000116176	Ensembl Gene ID	25823	
ENSG00000116183	Ensembl Gene ID	60676	
ENSG00000116191	Ensembl Gene ID	55103	
ENSG00000116194	Ensembl Gene ID	9068	
ENSG00000116198	Ensembl Gene ID	9731	
ENSG00000116199	Ensembl Gene ID	9917	
ENSG00000116205	Ensembl Gene ID	127428	
ENSG00000116209	Ensembl Gene ID	9528	
ENSG00000116212	Ensembl Gene ID	115353	
ENSG00000116213	Ensembl Gene ID	49856	
ENSG00000116218	Ensembl Gene ID	7827	
ENSG00000116221	Ensembl Gene ID	51253	
ENSG00000116237	Ensembl Gene ID	23463	
ENSG00000116251	Ensembl Gene ID	6146	
ENSG00000116254	Ensembl Gene ID	26038	
ENSG00000116260	Ensembl Gene ID	5768	
ENSG00000116266	Ensembl Gene ID	6814	
ENSG00000116273	Ensembl Gene ID	148479	
ENSG00000116285	Ensembl Gene ID	54206	
ENSG00000116288	Ensembl Gene ID	11315	
ENSG00000116299	Ensembl Gene ID	57535	
ENSG00000116329	Ensembl Gene ID	4985	
ENSG00000116337	Ensembl Gene ID	271	
ENSG00000116350	Ensembl Gene ID	6429	
ENSG00000116353	Ensembl Gene ID	51102	
ENSG00000116396	Ensembl Gene ID	3749	
ENSG00000116406	Ensembl Gene ID	80267	
ENSG00000116455	Ensembl Gene ID	79084	
ENSG00000116459	Ensembl Gene ID	515	
ENSG00000116473	Ensembl Gene ID	5906	
ENSG00000116478	Ensembl Gene ID	3065	
ENSG00000116489	Ensembl Gene ID	829	
ENSG00000116497	Ensembl Gene ID	64766	
ENSG00000116514	Ensembl Gene ID	127544	
ENSG00000116521	Ensembl Gene ID	10067	
ENSG00000116525	Ensembl Gene ID	55223	
ENSG00000116539	Ensembl Gene ID	55870	
ENSG00000116544	Ensembl Gene ID	58512	
ENSG00000116560	Ensembl Gene ID	6421	
ENSG00000116574	Ensembl Gene ID	58480	
ENSG00000116580	Ensembl Gene ID	54856	
ENSG00000116584	Ensembl Gene ID	9181	
ENSG00000116586	Ensembl Gene ID	28956	
ENSG00000116604	Ensembl Gene ID	4209	
ENSG00000116641	Ensembl Gene ID	85440	
ENSG00000116649	Ensembl Gene ID	6723	
ENSG00000116652	Ensembl Gene ID	-	
ENSG00000116661	Ensembl Gene ID	26232	
ENSG00000116663	Ensembl Gene ID	26270	
ENSG00000116667	Ensembl Gene ID	81563	
ENSG00000116668	Ensembl Gene ID	54823	
ENSG00000116670	Ensembl Gene ID	-	
ENSG00000116675	Ensembl Gene ID	9829	
ENSG00000116678	Ensembl Gene ID	3953	
ENSG00000116679	Ensembl Gene ID	10625	
ENSG00000116685	Ensembl Gene ID	90231	
ENSG00000116688	Ensembl Gene ID	9927	
ENSG00000116690	Ensembl Gene ID	10216	
ENSG00000116691	Ensembl Gene ID	60672	
ENSG00000116698	Ensembl Gene ID	9887	
ENSG00000116701	Ensembl Gene ID	4688	
ENSG00000116703	Ensembl Gene ID	5132	
ENSG00000116704	Ensembl Gene ID	23169	
ENSG00000116711	Ensembl Gene ID	5321	
ENSG00000116717	Ensembl Gene ID	1647	
ENSG00000116721	Ensembl Gene ID	729528; 65121; 400736	
ENSG00000116726	Ensembl Gene ID	390999	
ENSG00000116729	Ensembl Gene ID	79971	
ENSG00000116731	Ensembl Gene ID	7799	
ENSG00000116741	Ensembl Gene ID	5997	
ENSG00000116745	Ensembl Gene ID	6121	
ENSG00000116747	Ensembl Gene ID	6738	
ENSG00000116748	Ensembl Gene ID	270	
ENSG00000116750	Ensembl Gene ID	51377	
ENSG00000116752	Ensembl Gene ID	10286	
ENSG00000116754	Ensembl Gene ID	9295	
ENSG00000116761	Ensembl Gene ID	1491	
ENSG00000116771	Ensembl Gene ID	79814	
ENSG00000116774	Ensembl Gene ID	56944	
ENSG00000116783	Ensembl Gene ID	51086	
ENSG00000116785	Ensembl Gene ID	10878	
ENSG00000116786	Ensembl Gene ID	23207	
ENSG00000116791	Ensembl Gene ID	1429	
ENSG00000116793	Ensembl Gene ID	10745	
ENSG00000116809	Ensembl Gene ID	7709	
ENSG00000116815	Ensembl Gene ID	965	
ENSG00000116819	Ensembl Gene ID	339488	
ENSG00000116824	Ensembl Gene ID	914	
ENSG00000116830	Ensembl Gene ID	8458	
ENSG00000116833	Ensembl Gene ID	2494	
ENSG00000116852	Ensembl Gene ID	23046	
ENSG00000116857	Ensembl Gene ID	252839	
ENSG00000116863	Ensembl Gene ID	54936	
ENSG00000116871	Ensembl Gene ID	55700	
ENSG00000116874	Ensembl Gene ID	10352	
ENSG00000116882	Ensembl Gene ID	51179	
ENSG00000116883	Ensembl Gene ID	-	
ENSG00000116885	Ensembl Gene ID	127700	
ENSG00000116898	Ensembl Gene ID	64960	
ENSG00000116903	Ensembl Gene ID	149371	
ENSG00000116906	Ensembl Gene ID	8443	
ENSG00000116918	Ensembl Gene ID	7257	
ENSG00000116922	Ensembl Gene ID	54955	
ENSG00000116954	Ensembl Gene ID	64121	
ENSG00000116957	Ensembl Gene ID	6905	
ENSG00000116962	Ensembl Gene ID	4811	
ENSG00000116977	Ensembl Gene ID	3964	
ENSG00000116981	Ensembl Gene ID	84618	
ENSG00000116983	Ensembl Gene ID	51440	
ENSG00000116984	Ensembl Gene ID	4548	
ENSG00000116985	Ensembl Gene ID	656	
ENSG00000116990	Ensembl Gene ID	4610	
ENSG00000116991	Ensembl Gene ID	57568	
ENSG00000116996	Ensembl Gene ID	57829	
ENSG00000117000	Ensembl Gene ID	6018	
ENSG00000117009	Ensembl Gene ID	8564	
ENSG00000117010	Ensembl Gene ID	127396	
ENSG00000117013	Ensembl Gene ID	9132	
ENSG00000117016	Ensembl Gene ID	9783	
ENSG00000117020	Ensembl Gene ID	10000	
ENSG00000117036	Ensembl Gene ID	2117	
ENSG00000117054	Ensembl Gene ID	34	
ENSG00000117069	Ensembl Gene ID	81849	
ENSG00000117090	Ensembl Gene ID	6504	
ENSG00000117091	Ensembl Gene ID	962	
ENSG00000117114	Ensembl Gene ID	101927458; 23266	
ENSG00000117115	Ensembl Gene ID	11240	
ENSG00000117118	Ensembl Gene ID	6390	
ENSG00000117122	Ensembl Gene ID	4237	
ENSG00000117133	Ensembl Gene ID	80135	
ENSG00000117139	Ensembl Gene ID	10765	
ENSG00000117143	Ensembl Gene ID	6675	
ENSG00000117148	Ensembl Gene ID	81569	
ENSG00000117151	Ensembl Gene ID	1486	
ENSG00000117152	Ensembl Gene ID	5999	
ENSG00000117153	Ensembl Gene ID	59349	
ENSG00000117154	Ensembl Gene ID	84966	
ENSG00000117155	Ensembl Gene ID	117178	
ENSG00000117174	Ensembl Gene ID	54680	
ENSG00000117215	Ensembl Gene ID	26279	
ENSG00000117222	Ensembl Gene ID	5929	
ENSG00000117226	Ensembl Gene ID	2635	
ENSG00000117228	Ensembl Gene ID	2633	
ENSG00000117242	Ensembl Gene ID	100861548	
ENSG00000117245	Ensembl Gene ID	57576	
ENSG00000117262	Ensembl Gene ID	51463; 653519	
ENSG00000117266	Ensembl Gene ID	5129	
ENSG00000117280	Ensembl Gene ID	8934	
ENSG00000117281	Ensembl Gene ID	11126	
ENSG00000117298	Ensembl Gene ID	1889	
ENSG00000117305	Ensembl Gene ID	3155	
ENSG00000117308	Ensembl Gene ID	2582	
ENSG00000117318	Ensembl Gene ID	3399	
ENSG00000117322	Ensembl Gene ID	1380	
ENSG00000117335	Ensembl Gene ID	4179	
ENSG00000117360	Ensembl Gene ID	9129	
ENSG00000117362	Ensembl Gene ID	51107	
ENSG00000117385	Ensembl Gene ID	64175	
ENSG00000117394	Ensembl Gene ID	6513	
ENSG00000117395	Ensembl Gene ID	10969	
ENSG00000117399	Ensembl Gene ID	991	
ENSG00000117400	Ensembl Gene ID	4352	
ENSG00000117407	Ensembl Gene ID	9048	
ENSG00000117408	Ensembl Gene ID	9670	
ENSG00000117410	Ensembl Gene ID	533	
ENSG00000117411	Ensembl Gene ID	8704	
ENSG00000117419	Ensembl Gene ID	79033	
ENSG00000117425	Ensembl Gene ID	8643	
ENSG00000117448	Ensembl Gene ID	10327	
ENSG00000117450	Ensembl Gene ID	5052	
ENSG00000117461	Ensembl Gene ID	8503	
ENSG00000117472	Ensembl Gene ID	10103	
ENSG00000117475	Ensembl Gene ID	8548	
ENSG00000117477	Ensembl Gene ID	57821	
ENSG00000117479	Ensembl Gene ID	10560	
ENSG00000117480	Ensembl Gene ID	2166	
ENSG00000117481	Ensembl Gene ID	387338	
ENSG00000117500	Ensembl Gene ID	50999	
ENSG00000117501	Ensembl Gene ID	80133	
ENSG00000117505	Ensembl Gene ID	1810	
ENSG00000117507	Ensembl Gene ID	-	
ENSG00000117519	Ensembl Gene ID	1266	
ENSG00000117523	Ensembl Gene ID	23215	
ENSG00000117525	Ensembl Gene ID	2152	
ENSG00000117528	Ensembl Gene ID	5825	
ENSG00000117533	Ensembl Gene ID	8674	
ENSG00000117543	Ensembl Gene ID	51611	
ENSG00000117560	Ensembl Gene ID	356	
ENSG00000117569	Ensembl Gene ID	58155	
ENSG00000117586	Ensembl Gene ID	7292	
ENSG00000117592	Ensembl Gene ID	9588	
ENSG00000117593	Ensembl Gene ID	55157	
ENSG00000117594	Ensembl Gene ID	3290	
ENSG00000117595	Ensembl Gene ID	3664	
ENSG00000117597	Ensembl Gene ID	27042	
ENSG00000117598	Ensembl Gene ID	163404	
ENSG00000117600	Ensembl Gene ID	9890	
ENSG00000117601	Ensembl Gene ID	462	
ENSG00000117602	Ensembl Gene ID	11123	
ENSG00000117614	Ensembl Gene ID	25949	
ENSG00000117616	Ensembl Gene ID	101928189; 57035	
ENSG00000117620	Ensembl Gene ID	23443	
ENSG00000117625	Ensembl Gene ID	55758	
ENSG00000117632	Ensembl Gene ID	3925	
ENSG00000117640	Ensembl Gene ID	56181	
ENSG00000117643	Ensembl Gene ID	57134	
ENSG00000117650	Ensembl Gene ID	4751	
ENSG00000117676	Ensembl Gene ID	6195	
ENSG00000117682	Ensembl Gene ID	79947	
ENSG00000117691	Ensembl Gene ID	29937	
ENSG00000117697	Ensembl Gene ID	25936	
ENSG00000117707	Ensembl Gene ID	5629	
ENSG00000117713	Ensembl Gene ID	8289	
ENSG00000117724	Ensembl Gene ID	1063	
ENSG00000117748	Ensembl Gene ID	6118	
ENSG00000117751	Ensembl Gene ID	5511	
ENSG00000117758	Ensembl Gene ID	23673	
ENSG00000117791	Ensembl Gene ID	54996	
ENSG00000117834	Ensembl Gene ID	200010	
ENSG00000117859	Ensembl Gene ID	114883	
ENSG00000117862	Ensembl Gene ID	51060	
ENSG00000117868	Ensembl Gene ID	57488	
ENSG00000117877	Ensembl Gene ID	10849	
ENSG00000117899	Ensembl Gene ID	23184	
ENSG00000117906	Ensembl Gene ID	5955	
ENSG00000117971	Ensembl Gene ID	1143	
ENSG00000117983	Ensembl Gene ID	727897	
ENSG00000117984	Ensembl Gene ID	1509	
ENSG00000118004	Ensembl Gene ID	78989	
ENSG00000118007	Ensembl Gene ID	10274	
ENSG00000118017	Ensembl Gene ID	51146	
ENSG00000118046	Ensembl Gene ID	6794	
ENSG00000118058	Ensembl Gene ID	4297	
ENSG00000118094	Ensembl Gene ID	11181	
ENSG00000118096	Ensembl Gene ID	56912	
ENSG00000118113	Ensembl Gene ID	4317	
ENSG00000118137	Ensembl Gene ID	335	
ENSG00000118156	Ensembl Gene ID	84215	
ENSG00000118160	Ensembl Gene ID	6543	
ENSG00000118162	Ensembl Gene ID	11133	
ENSG00000118181	Ensembl Gene ID	6230	
ENSG00000118193	Ensembl Gene ID	9928	
ENSG00000118194	Ensembl Gene ID	7139	
ENSG00000118197	Ensembl Gene ID	83479	
ENSG00000118200	Ensembl Gene ID	23271	
ENSG00000118217	Ensembl Gene ID	22926	
ENSG00000118231	Ensembl Gene ID	1421	
ENSG00000118242	Ensembl Gene ID	55686	
ENSG00000118245	Ensembl Gene ID	7141	
ENSG00000118246	Ensembl Gene ID	-	
ENSG00000118257	Ensembl Gene ID	8828	
ENSG00000118260	Ensembl Gene ID	1385	
ENSG00000118263	Ensembl Gene ID	8609	
ENSG00000118271	Ensembl Gene ID	7276	
ENSG00000118276	Ensembl Gene ID	9331	
ENSG00000118292	Ensembl Gene ID	79630	
ENSG00000118298	Ensembl Gene ID	23632	
ENSG00000118307	Ensembl Gene ID	55259	
ENSG00000118308	Ensembl Gene ID	4033	
ENSG00000118322	Ensembl Gene ID	23120	
ENSG00000118363	Ensembl Gene ID	9789	
ENSG00000118369	Ensembl Gene ID	57558	
ENSG00000118402	Ensembl Gene ID	6785	
ENSG00000118407	Ensembl Gene ID	27145	
ENSG00000118412	Ensembl Gene ID	9994	
ENSG00000118418	Ensembl Gene ID	9324	
ENSG00000118420	Ensembl Gene ID	90025	
ENSG00000118432	Ensembl Gene ID	1268	
ENSG00000118434	Ensembl Gene ID	81833	
ENSG00000118454	Ensembl Gene ID	81573	
ENSG00000118473	Ensembl Gene ID	84251	
ENSG00000118482	Ensembl Gene ID	23469	
ENSG00000118491	Ensembl Gene ID	153918	
ENSG00000118492	Ensembl Gene ID	79747	
ENSG00000118495	Ensembl Gene ID	5325	
ENSG00000118496	Ensembl Gene ID	84085	
ENSG00000118503	Ensembl Gene ID	7128	
ENSG00000118507	Ensembl Gene ID	9465	
ENSG00000118508	Ensembl Gene ID	10981	
ENSG00000118513	Ensembl Gene ID	4602	
ENSG00000118514	Ensembl Gene ID	64577	
ENSG00000118515	Ensembl Gene ID	6446	
ENSG00000118518	Ensembl Gene ID	81847	
ENSG00000118520	Ensembl Gene ID	383	
ENSG00000118523	Ensembl Gene ID	1490	
ENSG00000118526	Ensembl Gene ID	6943	
ENSG00000118557	Ensembl Gene ID	83449	
ENSG00000118564	Ensembl Gene ID	26234	
ENSG00000118579	Ensembl Gene ID	80306	
ENSG00000118596	Ensembl Gene ID	9194	
ENSG00000118600	Ensembl Gene ID	10329	
ENSG00000118620	Ensembl Gene ID	80264	
ENSG00000118640	Ensembl Gene ID	8673	
ENSG00000118655	Ensembl Gene ID	64858	
ENSG00000118680	Ensembl Gene ID	103910	
ENSG00000118689	Ensembl Gene ID	2309	
ENSG00000118690	Ensembl Gene ID	84071	
ENSG00000118702	Ensembl Gene ID	2691	
ENSG00000118705	Ensembl Gene ID	6185	
ENSG00000118707	Ensembl Gene ID	60436	
ENSG00000118729	Ensembl Gene ID	845	
ENSG00000118733	Ensembl Gene ID	118427	
ENSG00000118762	Ensembl Gene ID	5311	
ENSG00000118777	Ensembl Gene ID	9429	
ENSG00000118785	Ensembl Gene ID	6696	
ENSG00000118804	Ensembl Gene ID	8987	
ENSG00000118816	Ensembl Gene ID	10983	
ENSG00000118849	Ensembl Gene ID	5918	
ENSG00000118855	Ensembl Gene ID	64747	
ENSG00000118873	Ensembl Gene ID	25782	
ENSG00000118894	Ensembl Gene ID	100287013; 196483; 653333; 85002	
ENSG00000118898	Ensembl Gene ID	5493	
ENSG00000118900	Ensembl Gene ID	29855	
ENSG00000118903	Ensembl Gene ID	-	
ENSG00000118922	Ensembl Gene ID	11278	
ENSG00000118939	Ensembl Gene ID	7347	
ENSG00000118946	Ensembl Gene ID	27253	
ENSG00000118960	Ensembl Gene ID	64342	
ENSG00000118961	Ensembl Gene ID	60526	
ENSG00000118965	Ensembl Gene ID	57539	
ENSG00000118971	Ensembl Gene ID	894	
ENSG00000118972	Ensembl Gene ID	8074	
ENSG00000118976	Ensembl Gene ID	-	
ENSG00000118985	Ensembl Gene ID	22936	
ENSG00000118990	Ensembl Gene ID	-	
ENSG00000118997	Ensembl Gene ID	56171	
ENSG00000119004	Ensembl Gene ID	57404	
ENSG00000119013	Ensembl Gene ID	4709	
ENSG00000119041	Ensembl Gene ID	9330	
ENSG00000119042	Ensembl Gene ID	23314	
ENSG00000119048	Ensembl Gene ID	7320	
ENSG00000119121	Ensembl Gene ID	140803	
ENSG00000119125	Ensembl Gene ID	9615	
ENSG00000119138	Ensembl Gene ID	687	
ENSG00000119139	Ensembl Gene ID	9414	
ENSG00000119147	Ensembl Gene ID	84417	
ENSG00000119185	Ensembl Gene ID	9270	
ENSG00000119203	Ensembl Gene ID	51692	
ENSG00000119227	Ensembl Gene ID	80235	
ENSG00000119231	Ensembl Gene ID	205564	
ENSG00000119242	Ensembl Gene ID	80212	
ENSG00000119280	Ensembl Gene ID	84886	
ENSG00000119283	Ensembl Gene ID	440730	
ENSG00000119285	Ensembl Gene ID	55127	
ENSG00000119314	Ensembl Gene ID	9991	
ENSG00000119318	Ensembl Gene ID	5887	
ENSG00000119321	Ensembl Gene ID	23307	
ENSG00000119326	Ensembl Gene ID	8727	
ENSG00000119328	Ensembl Gene ID	54942	
ENSG00000119333	Ensembl Gene ID	89891	
ENSG00000119335	Ensembl Gene ID	6418	
ENSG00000119383	Ensembl Gene ID	5524	
ENSG00000119392	Ensembl Gene ID	2733	
ENSG00000119396	Ensembl Gene ID	51552	
ENSG00000119397	Ensembl Gene ID	11064	
ENSG00000119401	Ensembl Gene ID	22954	
ENSG00000119402	Ensembl Gene ID	26190	
ENSG00000119403	Ensembl Gene ID	26147	
ENSG00000119408	Ensembl Gene ID	10783	
ENSG00000119411	Ensembl Gene ID	54836	
ENSG00000119414	Ensembl Gene ID	5537	
ENSG00000119421	Ensembl Gene ID	4702	
ENSG00000119431	Ensembl Gene ID	81932	
ENSG00000119440	Ensembl Gene ID	-	
ENSG00000119446	Ensembl Gene ID	92400	
ENSG00000119457	Ensembl Gene ID	57864	
ENSG00000119471	Ensembl Gene ID	84263	
ENSG00000119487	Ensembl Gene ID	79109	
ENSG00000119508	Ensembl Gene ID	8013	
ENSG00000119509	Ensembl Gene ID	27130	
ENSG00000119514	Ensembl Gene ID	79695	
ENSG00000119522	Ensembl Gene ID	57706	
ENSG00000119523	Ensembl Gene ID	85365	
ENSG00000119535	Ensembl Gene ID	1441	
ENSG00000119537	Ensembl Gene ID	2531	
ENSG00000119541	Ensembl Gene ID	9525	
ENSG00000119547	Ensembl Gene ID	9480	
ENSG00000119559	Ensembl Gene ID	148223	
ENSG00000119574	Ensembl Gene ID	84878	
ENSG00000119596	Ensembl Gene ID	56252	
ENSG00000119599	Ensembl Gene ID	26094	
ENSG00000119608	Ensembl Gene ID	283571	
ENSG00000119614	Ensembl Gene ID	338917	
ENSG00000119616	Ensembl Gene ID	51077	
ENSG00000119630	Ensembl Gene ID	5228	
ENSG00000119632	Ensembl Gene ID	83982	
ENSG00000119636	Ensembl Gene ID	80127	
ENSG00000119638	Ensembl Gene ID	91754	
ENSG00000119640	Ensembl Gene ID	97	
ENSG00000119650	Ensembl Gene ID	112752	
ENSG00000119655	Ensembl Gene ID	10577	
ENSG00000119660	Ensembl Gene ID	-	
ENSG00000119661	Ensembl Gene ID	83544	
ENSG00000119669	Ensembl Gene ID	64207	
ENSG00000119673	Ensembl Gene ID	10965	
ENSG00000119681	Ensembl Gene ID	4053	
ENSG00000119682	Ensembl Gene ID	9870	
ENSG00000119684	Ensembl Gene ID	27030	
ENSG00000119685	Ensembl Gene ID	23093	
ENSG00000119686	Ensembl Gene ID	55640	
ENSG00000119688	Ensembl Gene ID	5826	
ENSG00000119689	Ensembl Gene ID	1743	
ENSG00000119698	Ensembl Gene ID	57718	
ENSG00000119699	Ensembl Gene ID	7043	
ENSG00000119703	Ensembl Gene ID	79696	
ENSG00000119705	Ensembl Gene ID	81892	
ENSG00000119707	Ensembl Gene ID	58517	
ENSG00000119711	Ensembl Gene ID	4329	
ENSG00000119714	Ensembl Gene ID	8111	
ENSG00000119715	Ensembl Gene ID	2103	
ENSG00000119718	Ensembl Gene ID	8892	
ENSG00000119720	Ensembl Gene ID	55051	
ENSG00000119723	Ensembl Gene ID	51004	
ENSG00000119725	Ensembl Gene ID	57862	
ENSG00000119729	Ensembl Gene ID	23433	
ENSG00000119737	Ensembl Gene ID	10936	
ENSG00000119760	Ensembl Gene ID	9913	
ENSG00000119771	Ensembl Gene ID	114818	
ENSG00000119772	Ensembl Gene ID	1788	
ENSG00000119777	Ensembl Gene ID	54867	
ENSG00000119778	Ensembl Gene ID	54454	
ENSG00000119782	Ensembl Gene ID	2281	
ENSG00000119787	Ensembl Gene ID	64225	
ENSG00000119801	Ensembl Gene ID	51646	
ENSG00000119812	Ensembl Gene ID	25940	
ENSG00000119820	Ensembl Gene ID	84272	
ENSG00000119844	Ensembl Gene ID	54812	
ENSG00000119862	Ensembl Gene ID	29094	
ENSG00000119865	Ensembl Gene ID	25927	
ENSG00000119866	Ensembl Gene ID	53335	
ENSG00000119878	Ensembl Gene ID	9419	
ENSG00000119888	Ensembl Gene ID	4072	
ENSG00000119899	Ensembl Gene ID	26503	
ENSG00000119900	Ensembl Gene ID	79627	
ENSG00000119906	Ensembl Gene ID	55719	
ENSG00000119912	Ensembl Gene ID	3416	
ENSG00000119913	Ensembl Gene ID	6975	
ENSG00000119915	Ensembl Gene ID	83401	
ENSG00000119917	Ensembl Gene ID	3437	
ENSG00000119919	Ensembl Gene ID	159296	
ENSG00000119922	Ensembl Gene ID	3433	
ENSG00000119927	Ensembl Gene ID	57678	
ENSG00000119929	Ensembl Gene ID	51076	
ENSG00000119938	Ensembl Gene ID	5507	
ENSG00000119943	Ensembl Gene ID	84795	
ENSG00000119946	Ensembl Gene ID	26507	
ENSG00000119950	Ensembl Gene ID	4601	
ENSG00000119953	Ensembl Gene ID	10285	
ENSG00000119965	Ensembl Gene ID	80007	
ENSG00000119969	Ensembl Gene ID	3070	
ENSG00000119973	Ensembl Gene ID	2834	
ENSG00000119977	Ensembl Gene ID	26123	
ENSG00000119979	Ensembl Gene ID	404636	
ENSG00000119986	Ensembl Gene ID	60370	
ENSG00000120008	Ensembl Gene ID	55717	
ENSG00000120029	Ensembl Gene ID	79591	
ENSG00000120049	Ensembl Gene ID	30819	
ENSG00000120051	Ensembl Gene ID	159686	
ENSG00000120053	Ensembl Gene ID	2805	
ENSG00000120054	Ensembl Gene ID	1369	
ENSG00000120055	Ensembl Gene ID	-	
ENSG00000120057	Ensembl Gene ID	6425	
ENSG00000120063	Ensembl Gene ID	10672	
ENSG00000120068	Ensembl Gene ID	3218	
ENSG00000120071	Ensembl Gene ID	284058	
ENSG00000120075	Ensembl Gene ID	3215	
ENSG00000120088	Ensembl Gene ID	1394	
ENSG00000120093	Ensembl Gene ID	3213	
ENSG00000120094	Ensembl Gene ID	3211	
ENSG00000120129	Ensembl Gene ID	1843	
ENSG00000120137	Ensembl Gene ID	79646	
ENSG00000120149	Ensembl Gene ID	4488	
ENSG00000120156	Ensembl Gene ID	7010	
ENSG00000120158	Ensembl Gene ID	10171	
ENSG00000120159	Ensembl Gene ID	79886	
ENSG00000120160	Ensembl Gene ID	54586	
ENSG00000120162	Ensembl Gene ID	79817	
ENSG00000120210	Ensembl Gene ID	11172	
ENSG00000120211	Ensembl Gene ID	3641	
ENSG00000120215	Ensembl Gene ID	2315	
ENSG00000120217	Ensembl Gene ID	29126	
ENSG00000120235	Ensembl Gene ID	3443	
ENSG00000120242	Ensembl Gene ID	3445	
ENSG00000120251	Ensembl Gene ID	2891	
ENSG00000120253	Ensembl Gene ID	348995	
ENSG00000120254	Ensembl Gene ID	25902	
ENSG00000120256	Ensembl Gene ID	84918	
ENSG00000120262	Ensembl Gene ID	80129	
ENSG00000120265	Ensembl Gene ID	5110	
ENSG00000120278	Ensembl Gene ID	57480	
ENSG00000120279	Ensembl Gene ID	80177	
ENSG00000120280	Ensembl Gene ID	80231	
ENSG00000120289	Ensembl Gene ID	4115	
ENSG00000120306	Ensembl Gene ID	84418	
ENSG00000120314	Ensembl Gene ID	54853	
ENSG00000120318	Ensembl Gene ID	64411	
ENSG00000120322	Ensembl Gene ID	56128	
ENSG00000120324	Ensembl Gene ID	56126	
ENSG00000120327	Ensembl Gene ID	56122	
ENSG00000120328	Ensembl Gene ID	56124	
ENSG00000120329	Ensembl Gene ID	83884	
ENSG00000120332	Ensembl Gene ID	63923	
ENSG00000120333	Ensembl Gene ID	63931	
ENSG00000120334	Ensembl Gene ID	91687	
ENSG00000120337	Ensembl Gene ID	8995	
ENSG00000120341	Ensembl Gene ID	89866	
ENSG00000120370	Ensembl Gene ID	92344	
ENSG00000120436	Ensembl Gene ID	2853	
ENSG00000120437	Ensembl Gene ID	39	
ENSG00000120438	Ensembl Gene ID	6950	
ENSG00000120440	Ensembl Gene ID	83887	
ENSG00000120451	Ensembl Gene ID	399979	
ENSG00000120457	Ensembl Gene ID	3762	
ENSG00000120458	Ensembl Gene ID	79684	
ENSG00000120471	Ensembl Gene ID	63970	
ENSG00000120498	Ensembl Gene ID	56159	
ENSG00000120500	Ensembl Gene ID	407	
ENSG00000120509	Ensembl Gene ID	51248	
