"","Gene 1","Gene 2","PATHNEScore"
2817,100131012,84838,0
2818,100131012,100303728,0
2819,100131012,100048905,0
2820,100131012,100129480,0
2821,100131012,100996539,0
2822,100131012,22982,0
2823,100131012,553194,0
2824,100131012,100422533,0
2825,100131012,280664,0
2826,100131012,100505953,0
2827,100131012,643873,0
2828,100131012,83700,0
2829,100131012,123099,0
2830,100131012,50631,0
2831,100131012,2968,0
2832,100131012,5253,0
2833,100131012,253314,0
2834,100131012,574028,0
2835,100131012,390181,0
2836,100131012,100271161,0
2837,100131012,642819,0
2838,100131012,100506888,0
2839,100131012,8420,0
2840,100131012,695,0
2841,100131012,344387,0
2842,100131012,1418,0
2843,100131012,3069,0
2844,100131012,7043,0
2845,100131012,26749,0
2846,100131012,574499,0
2847,100131012,23172,0
2848,100131012,149281,0
2849,100131012,17,0
2850,100131012,100420149,0
2851,100131012,100128589,0
2852,100131012,100874235,0
2853,100131012,390318,0
2854,100131012,100129650,0
2855,100131012,359732,0
2856,100131012,100419098,0
2857,100131012,58499,0
2858,100131012,326286,0
2859,100131012,100874208,0
2860,100131012,442195,0
2861,100131012,84148,0
2862,100131012,11013,0
2863,100131012,102466727,0
2864,100131012,166336,0
2865,100131012,83982,0
2866,100131012,442720,0
2867,100131012,55707,0
2868,100131012,5601,0
2869,100131012,100272220,0
2870,100131012,220885,0
2871,403275,728971,0
2872,403275,100873910,0
2873,403275,693212,0
2874,403275,285016,0
2875,403275,23225,0
2876,403275,89838,0
2877,403275,375295,0
2878,403275,100419187,0
2879,403275,151531,0
2880,403275,100271101,0
2881,403275,84838,0
2882,403275,100303728,0
2883,403275,100048905,0
2884,403275,100129480,0
2885,403275,100996539,0
2886,403275,22982,0
2887,403275,553194,0
2888,403275,100422533,0
2889,403275,280664,0
2890,403275,100505953,0
2891,403275,643873,0
2892,403275,83700,0
2893,403275,123099,0
2894,403275,50631,0
2895,403275,2968,0
